Transaction_ID,Customer_ID,Timestamp,Amount,Merchant_ID,Merchant_Category,Transaction_Type,Card_Present_Flag,Location_City,Location_Country,Device_ID,Channel,Is_3DS_Authenticated,Previous_Fraud_Flag,Is_Fraud
T03360,C8779,2024-01-17 22:21:30,5207.4,M589,Utilities,POS,1,Bangalore,USA,D55063,Mobile App,No,Yes,0
T03361,C4860,2024-12-22 06:06:11,37.77,M361,Entertainment,POS,0,Mumbai,India,D70707,ATM,Yes,No,0
T03362,C8803,2023-06-05 20:44:36,4506.14,M620,Dining,ATM Withdrawal,0,Bangalore,USA,D78068,Web,No,Yes,0
T03363,C5896,2024-04-19 00:51:06,8325.28,M214,Travel,POS,0,Bangalore,Singapore,D90812,Web,Yes,No,0
T03364,C2293,2023-11-01 23:14:11,1258.05,M567,Electronics,Online,1,Kolkata,USA,D67045,Mobile App,Yes,Yes,0
T03365,C7468,2023-05-19 14:24:11,4493.84,M116,Entertainment,POS,1,Bangalore,Singapore,D38448,ATM,No,Yes,0
T03366,C1568,2024-05-16 08:40:42,9694.61,M107,Entertainment,Online,0,Mumbai,India,D99034,Mobile App,Yes,No,0
T03367,C9226,2024-01-18 04:36:46,975.36,M489,Travel,Online,1,Hyderabad,UK,D53580,Web,No,No,0
T03368,C9467,2023-03-26 05:17:25,2187.01,M922,Groceries,POS,0,Mumbai,UK,D57398,ATM,No,No,0
T03369,C3415,2023-04-22 17:58:46,9790.34,M530,Clothing,Online,0,Kolkata,India,D76051,Mobile App,Yes,Yes,0
T03370,C2970,2024-02-24 22:06:49,4202.34,M509,Electronics,POS,1,Delhi,USA,D72058,Mobile App,No,No,0
T03371,C8357,2024-08-20 01:44:35,5461.32,M978,Clothing,ATM Withdrawal,1,Kolkata,India,D69199,Web,Yes,Yes,0
T03372,C3832,2023-12-01 23:08:57,1661.84,M202,Groceries,POS,0,Chennai,India,D46993,Mobile App,Yes,Yes,0
T03373,C3738,2023-06-19 15:01:09,3776.19,M463,Travel,ATM Withdrawal,1,Hyderabad,India,D55459,ATM,Yes,No,0
T03374,C4471,2024-04-21 21:09:40,3481.51,M469,Electronics,Online,1,Bangalore,USA,D26711,ATM,Yes,Yes,0
T03375,C4157,2024-05-14 16:41:33,9523.82,M417,Travel,Online,0,Hyderabad,Singapore,D64658,Web,Yes,No,0
T03376,C3067,2023-03-24 12:38:17,9717.47,M956,Travel,ATM Withdrawal,1,Mumbai,Singapore,D37945,ATM,Yes,Yes,0
T03377,C1699,2024-12-09 20:16:08,5768.79,M166,Utilities,POS,1,Delhi,India,D49388,Web,Yes,Yes,0
T03378,C7936,2023-12-09 23:40:46,144.7,M544,Utilities,ATM Withdrawal,0,Kolkata,UK,D75833,Mobile App,Yes,Yes,0
T03379,C2283,2024-07-09 16:01:42,8137.98,M968,Clothing,POS,0,Delhi,India,D78508,ATM,No,Yes,0
T03380,C8133,2023-07-21 04:02:24,162.9,M767,Groceries,ATM Withdrawal,0,Mumbai,USA,D79885,ATM,Yes,Yes,0
T03381,C4308,2023-03-22 05:24:41,8966.65,M407,Travel,ATM Withdrawal,1,Chennai,Singapore,D28835,Web,No,No,0
T03382,C3422,2023-01-28 01:51:15,5021.35,M334,Dining,POS,1,Mumbai,India,D35614,Web,No,No,0
T03383,C5225,2023-02-26 15:19:05,8677.71,M818,Travel,Online,0,Hyderabad,Singapore,D74748,Mobile App,No,Yes,0
T03384,C6238,2023-02-24 16:34:51,6993.47,M186,Clothing,Online,0,Chennai,India,D92112,Mobile App,Yes,Yes,0
T03385,C2097,2024-03-19 18:38:04,6489.47,M766,Electronics,Online,0,Delhi,India,D29542,Web,Yes,Yes,0
T03386,C2425,2024-07-19 02:25:28,4560.52,M759,Entertainment,ATM Withdrawal,0,Bangalore,UK,D51230,Web,Yes,No,0
T03387,C7358,2023-07-14 15:27:16,4104.46,M929,Electronics,ATM Withdrawal,0,Kolkata,Singapore,D50739,Web,Yes,Yes,0
T03388,C7510,2024-08-26 16:45:03,3522.76,M499,Dining,POS,0,Delhi,India,D48722,ATM,No,No,0
T03389,C6343,2023-12-13 07:50:38,5425.13,M996,Groceries,POS,0,Chennai,India,D34337,Mobile App,No,No,0
T03390,C5525,2023-01-15 13:48:03,5232.18,M582,Dining,Online,0,Mumbai,India,D26811,Web,Yes,Yes,0
T03391,C9514,2024-11-27 08:12:08,7651.05,M116,Groceries,Online,1,Mumbai,USA,D93806,ATM,No,Yes,0
T03392,C8506,2024-01-22 13:49:34,1134.69,M381,Entertainment,Online,0,Mumbai,UK,D52195,Mobile App,No,No,0
T03393,C1202,2023-04-26 14:50:41,1758.96,M847,Utilities,ATM Withdrawal,0,Delhi,Singapore,D36555,ATM,No,No,0
T03394,C9561,2024-05-22 02:17:30,4284.41,M762,Groceries,Online,0,Bangalore,USA,D52852,Web,Yes,No,0
T03395,C7874,2024-05-12 08:42:52,1769.77,M431,Groceries,ATM Withdrawal,0,Bangalore,UK,D25303,Mobile App,Yes,No,0
T03396,C2843,2023-01-01 16:10:26,5949.32,M146,Electronics,POS,1,Hyderabad,Singapore,D18861,Web,Yes,Yes,1
T03397,C7790,2024-12-25 14:23:58,5428.09,M244,Electronics,POS,1,Kolkata,Singapore,D71071,ATM,No,Yes,0
T03398,C3451,2023-01-30 09:18:26,3816.25,M967,Clothing,POS,0,Kolkata,USA,D78994,Web,Yes,Yes,0
T03399,C3428,2024-05-31 05:09:02,8451.07,M354,Entertainment,POS,0,Kolkata,UK,D99071,Web,No,Yes,0
T03400,C2641,2023-10-31 07:08:45,6885.82,M281,Entertainment,ATM Withdrawal,0,Kolkata,India,D83020,Web,Yes,No,0
T03401,C2730,2023-07-26 22:44:09,4375.5,M678,Utilities,POS,1,Kolkata,India,D34453,Mobile App,No,Yes,0
T03402,C2654,2023-04-28 18:10:05,2833.2,M109,Travel,Online,0,Chennai,USA,D82553,Web,No,No,0
T03403,C5687,2024-06-27 17:58:29,6204.14,M231,Travel,Online,0,Delhi,UK,D13308,ATM,Yes,No,1
T03404,C9775,2023-09-14 04:29:34,9251.43,M631,Travel,POS,1,Delhi,India,D53400,ATM,No,No,0
T03405,C6633,2024-12-03 15:17:35,8570.12,M259,Groceries,POS,0,Bangalore,UK,D16037,ATM,No,Yes,0
T03406,C7732,2023-10-31 22:55:36,9953.64,M243,Dining,Online,0,Kolkata,India,D42706,ATM,No,Yes,0
T03407,C5327,2024-03-22 08:04:14,8059.59,M811,Dining,Online,1,Hyderabad,USA,D42999,ATM,No,Yes,0
T03408,C7275,2023-01-03 21:02:34,1039.02,M581,Entertainment,Online,1,Bangalore,India,D54093,Web,Yes,No,1
T03409,C8955,2024-02-05 07:26:07,6496.6,M880,Dining,ATM Withdrawal,0,Mumbai,India,D57909,ATM,Yes,Yes,0
T03410,C8750,2024-07-03 14:43:31,6162.99,M139,Dining,ATM Withdrawal,1,Delhi,India,D40199,ATM,Yes,Yes,0
T03411,C1613,2024-12-31 01:12:44,4113.39,M162,Utilities,Online,1,Chennai,India,D82616,ATM,No,Yes,0
T03412,C3821,2024-08-21 20:18:25,4964.55,M710,Groceries,Online,1,Hyderabad,UK,D79109,ATM,No,No,0
T03413,C5512,2024-01-17 02:55:40,7517.52,M921,Utilities,POS,1,Delhi,India,D34469,Web,Yes,Yes,0
T03414,C7602,2024-01-07 09:09:53,9272.36,M314,Clothing,Online,0,Kolkata,UK,D76949,ATM,No,No,0
T03415,C3356,2023-12-05 16:42:14,997.92,M987,Utilities,POS,1,Kolkata,India,D71830,Web,No,Yes,0
T03416,C7581,2023-11-10 17:28:45,4441.59,M857,Utilities,ATM Withdrawal,0,Chennai,USA,D30819,Web,Yes,No,0
T03417,C1635,2024-10-17 14:12:59,5812.75,M776,Utilities,POS,1,Bangalore,USA,D10932,Web,No,No,0
T03418,C7484,2024-07-19 06:34:04,327.32,M400,Utilities,Online,1,Chennai,UK,D44340,ATM,Yes,No,0
T03419,C6431,2024-08-29 13:43:17,2899.75,M480,Travel,Online,0,Mumbai,India,D67852,Mobile App,Yes,Yes,0
T03420,C4892,2024-09-22 21:54:56,4206.99,M732,Clothing,ATM Withdrawal,1,Mumbai,Singapore,D61997,Mobile App,Yes,Yes,0
T03421,C1807,2024-09-02 00:34:34,2229.57,M524,Entertainment,Online,1,Kolkata,India,D71972,Mobile App,Yes,No,0
T03422,C8785,2023-02-24 10:45:10,4546.84,M943,Dining,Online,0,Hyderabad,UK,D67035,Web,Yes,No,0
T03423,C5400,2024-02-24 12:43:44,3811.42,M261,Entertainment,Online,1,Hyderabad,UK,D59766,ATM,Yes,Yes,0
T03424,C7102,2023-06-25 10:05:25,1956.41,M529,Electronics,POS,0,Mumbai,Singapore,D59658,Web,Yes,Yes,0
T03425,C1331,2023-01-03 13:39:13,4696.27,M276,Clothing,POS,0,Chennai,India,D15801,Web,No,No,0
T03426,C6535,2023-10-26 14:10:49,1245.28,M278,Dining,POS,1,Delhi,UK,D79766,ATM,Yes,No,0
T03427,C5965,2024-06-19 08:45:43,9676.19,M631,Utilities,ATM Withdrawal,0,Bangalore,Singapore,D26843,Mobile App,No,No,0
T03428,C6094,2024-09-27 08:11:24,9140.38,M255,Utilities,Online,1,Hyderabad,India,D80822,Web,No,Yes,0
T03429,C5593,2024-08-28 17:04:57,4129.93,M859,Groceries,Online,0,Kolkata,UK,D81562,Web,Yes,Yes,0
T03430,C9054,2024-01-10 10:22:04,8204.36,M928,Utilities,Online,0,Mumbai,India,D74899,Mobile App,No,Yes,0
T03431,C2609,2023-04-05 03:23:59,7038.65,M929,Entertainment,POS,1,Mumbai,Singapore,D49220,ATM,Yes,No,0
T03432,C4734,2024-03-16 14:11:32,7411.79,M784,Clothing,ATM Withdrawal,1,Mumbai,Singapore,D52067,Web,No,No,1
T03433,C3201,2024-02-20 18:47:28,77.04,M285,Electronics,POS,0,Bangalore,India,D75608,ATM,No,No,0
T03434,C5923,2024-12-27 06:26:58,3747.06,M473,Groceries,ATM Withdrawal,1,Kolkata,UK,D68555,Mobile App,No,No,0
T03435,C8259,2023-10-06 18:43:21,2240.14,M212,Groceries,POS,1,Kolkata,Singapore,D20358,ATM,No,No,0
T03436,C6257,2023-09-16 23:46:00,2836.76,M905,Electronics,Online,0,Mumbai,USA,D97179,ATM,Yes,No,0
T03437,C5414,2024-06-13 14:20:21,8796.19,M266,Clothing,POS,0,Kolkata,India,D26958,Web,No,Yes,0
T03438,C7828,2023-08-24 05:07:28,2645.73,M130,Utilities,Online,0,Chennai,India,D17289,ATM,No,Yes,0
T03439,C2462,2023-11-08 04:00:04,8385.0,M609,Dining,ATM Withdrawal,0,Hyderabad,USA,D92020,ATM,No,Yes,0
T03440,C4079,2023-02-12 20:54:11,7951.59,M308,Entertainment,Online,0,Kolkata,India,D71949,Web,No,Yes,0
T03441,C8237,2024-05-06 02:24:50,4147.75,M413,Electronics,POS,1,Kolkata,UK,D51078,Mobile App,No,Yes,0
T03442,C4463,2024-05-17 14:20:28,2416.3,M513,Clothing,Online,0,Delhi,UK,D37211,Web,No,Yes,0
T03443,C7671,2023-03-12 10:09:17,9001.97,M740,Entertainment,ATM Withdrawal,0,Delhi,Singapore,D19470,Web,No,Yes,0
T03444,C8937,2023-10-11 18:43:03,4146.15,M482,Clothing,ATM Withdrawal,1,Chennai,UK,D99655,Mobile App,No,Yes,1
T03445,C9462,2024-02-20 06:09:23,156.29,M961,Clothing,Online,1,Kolkata,UK,D38199,Mobile App,Yes,Yes,1
T03446,C7126,2024-10-24 19:26:57,1534.6,M371,Utilities,ATM Withdrawal,0,Bangalore,Singapore,D61121,Mobile App,No,Yes,0
T03447,C1920,2023-09-22 03:13:47,3744.68,M736,Utilities,Online,1,Bangalore,USA,D82803,Web,Yes,No,0
T03448,C9442,2023-03-04 11:49:23,8167.25,M428,Travel,POS,1,Bangalore,USA,D57173,ATM,Yes,No,0
T03449,C3604,2024-10-15 08:45:40,8200.52,M129,Groceries,ATM Withdrawal,0,Kolkata,Singapore,D89190,Mobile App,Yes,Yes,0
T03450,C2075,2023-12-24 00:17:54,5999.86,M902,Entertainment,ATM Withdrawal,0,Bangalore,UK,D34848,Mobile App,Yes,Yes,0
T03451,C6097,2024-08-13 15:52:22,3351.56,M126,Utilities,POS,0,Chennai,Singapore,D23464,Web,Yes,No,0
T03452,C9303,2024-08-18 08:44:47,9591.65,M439,Travel,Online,1,Bangalore,UK,D58682,ATM,No,Yes,0
T03453,C7609,2023-08-14 05:13:16,9928.3,M129,Clothing,ATM Withdrawal,1,Mumbai,India,D27860,Web,Yes,Yes,0
T03454,C3222,2024-05-18 03:43:43,2419.07,M581,Groceries,POS,1,Bangalore,Singapore,D61921,Web,Yes,No,0
T03455,C9589,2023-06-07 18:26:24,9734.93,M135,Groceries,Online,1,Kolkata,UK,D26828,ATM,No,No,0
T03456,C1474,2023-05-18 04:24:13,1927.41,M852,Dining,Online,0,Mumbai,India,D22488,ATM,No,Yes,0
T03457,C3846,2024-03-06 16:10:19,6444.7,M992,Entertainment,ATM Withdrawal,0,Kolkata,USA,D96070,ATM,No,No,0
T03458,C4158,2023-01-31 13:11:10,8285.67,M247,Electronics,POS,1,Mumbai,USA,D95831,ATM,No,No,0
T03459,C4288,2023-10-26 09:19:47,8013.52,M517,Entertainment,Online,0,Hyderabad,Singapore,D14517,Mobile App,No,Yes,0
T03460,C1944,2024-05-28 04:58:34,5778.96,M147,Travel,ATM Withdrawal,1,Bangalore,UK,D73014,Web,Yes,Yes,0
T03461,C5087,2023-05-29 08:33:25,1289.58,M652,Dining,POS,1,Mumbai,UK,D48736,Mobile App,No,No,0
T03462,C1541,2023-08-21 03:20:49,6363.1,M486,Utilities,Online,1,Chennai,Singapore,D20774,Web,Yes,No,0
T03463,C8478,2024-06-24 12:11:09,9773.58,M880,Groceries,ATM Withdrawal,1,Chennai,India,D43675,ATM,Yes,No,0
T03464,C1828,2023-10-31 00:04:44,1738.0,M712,Clothing,ATM Withdrawal,1,Chennai,USA,D44514,Mobile App,No,No,0
T03465,C6904,2024-11-27 07:14:19,9041.81,M839,Groceries,ATM Withdrawal,1,Mumbai,USA,D38818,Web,Yes,Yes,0
T03466,C4262,2023-03-24 22:18:00,5173.25,M637,Electronics,ATM Withdrawal,0,Mumbai,India,D10497,Web,Yes,No,0
T03467,C5488,2024-05-04 19:33:14,4374.58,M273,Utilities,ATM Withdrawal,1,Chennai,USA,D93305,Mobile App,Yes,No,0
T03468,C7035,2024-06-19 00:57:23,996.68,M261,Travel,Online,0,Chennai,Singapore,D25962,Web,No,Yes,0
T03469,C8605,2023-10-07 01:06:45,8011.92,M202,Electronics,POS,1,Kolkata,UK,D11995,Mobile App,No,No,0
T03470,C9275,2024-01-13 21:05:00,5043.07,M115,Travel,Online,1,Kolkata,India,D60815,Web,No,Yes,0
T03471,C7503,2023-03-07 21:57:04,6314.78,M457,Entertainment,ATM Withdrawal,0,Hyderabad,USA,D20698,ATM,No,Yes,0
T03472,C3029,2024-11-18 13:35:16,7843.03,M328,Clothing,Online,0,Delhi,Singapore,D46354,ATM,No,No,0
T03473,C1500,2024-05-06 12:05:03,8430.46,M194,Travel,POS,1,Hyderabad,UK,D47507,Mobile App,No,Yes,0
T03474,C4963,2023-12-07 04:36:31,6273.56,M529,Clothing,ATM Withdrawal,1,Delhi,India,D56592,Web,No,No,0
T03475,C7102,2024-07-25 03:26:10,2603.04,M167,Electronics,POS,0,Mumbai,India,D28656,Web,Yes,No,0
T03476,C9008,2023-05-28 03:52:27,5529.5,M215,Clothing,ATM Withdrawal,1,Bangalore,Singapore,D87447,Mobile App,Yes,No,0
T03477,C8308,2023-04-19 16:43:32,9487.05,M587,Electronics,Online,1,Delhi,India,D88315,ATM,No,No,1
T03478,C3909,2023-01-28 17:27:51,2038.42,M575,Electronics,ATM Withdrawal,1,Hyderabad,USA,D60063,Web,No,Yes,0
T03479,C8775,2023-05-30 23:30:33,933.56,M525,Entertainment,ATM Withdrawal,0,Mumbai,USA,D50093,Web,No,Yes,0
T03480,C6730,2023-01-20 16:49:49,4374.77,M976,Entertainment,ATM Withdrawal,1,Mumbai,Singapore,D56206,Web,Yes,Yes,0
T03481,C6640,2024-07-13 00:54:28,6289.31,M649,Groceries,ATM Withdrawal,0,Mumbai,Singapore,D70471,ATM,No,Yes,0
T03482,C3679,2024-04-05 13:18:14,5933.29,M550,Utilities,ATM Withdrawal,0,Bangalore,UK,D50879,Mobile App,No,No,0
T03483,C5237,2023-07-05 05:41:06,279.16,M237,Entertainment,POS,1,Bangalore,USA,D45549,Web,No,No,0
T03484,C2480,2024-01-15 23:57:20,7076.05,M977,Utilities,Online,0,Kolkata,India,D36835,ATM,No,Yes,0
T03485,C5670,2023-10-29 23:09:07,9206.02,M717,Clothing,ATM Withdrawal,0,Hyderabad,India,D37988,ATM,Yes,Yes,0
T03486,C1449,2023-02-18 22:16:03,788.65,M928,Electronics,ATM Withdrawal,1,Bangalore,UK,D19060,Mobile App,Yes,Yes,0
T03487,C7333,2024-09-07 17:43:45,3824.67,M752,Utilities,ATM Withdrawal,0,Chennai,Singapore,D88008,Mobile App,Yes,No,0
T03488,C1813,2024-02-24 20:37:13,7423.65,M100,Entertainment,ATM Withdrawal,0,Hyderabad,Singapore,D90259,Mobile App,No,No,0
T03489,C3669,2024-05-14 17:59:15,1306.35,M418,Dining,Online,0,Mumbai,USA,D72760,ATM,No,Yes,0
T03490,C4511,2023-08-28 00:31:09,4537.61,M587,Entertainment,ATM Withdrawal,1,Kolkata,India,D22672,ATM,No,No,0
T03491,C4626,2024-01-24 02:47:15,6315.39,M580,Entertainment,POS,0,Hyderabad,India,D26053,Mobile App,No,No,0
T03492,C4688,2024-02-19 17:21:49,3581.86,M363,Dining,Online,1,Hyderabad,India,D99591,Web,No,No,0
T03493,C4387,2024-10-09 23:33:09,2397.98,M231,Entertainment,POS,1,Bangalore,India,D57503,Mobile App,Yes,No,0
T03494,C5408,2024-09-22 12:38:25,8979.19,M430,Groceries,Online,1,Bangalore,Singapore,D39724,Web,Yes,Yes,0
T03495,C7709,2023-12-15 23:41:40,2969.93,M772,Entertainment,ATM Withdrawal,1,Kolkata,UK,D39764,Web,No,No,0
T03496,C9409,2023-01-13 18:03:32,5354.64,M652,Utilities,Online,0,Kolkata,UK,D41855,Mobile App,Yes,No,0
T03497,C1328,2023-01-29 18:31:32,2453.3,M474,Dining,POS,1,Kolkata,Singapore,D46258,Mobile App,Yes,Yes,0
T03498,C1145,2023-09-21 12:43:58,7800.51,M728,Electronics,Online,0,Chennai,India,D86104,Web,No,No,0
T03499,C8767,2023-02-13 12:55:50,7860.7,M784,Clothing,Online,0,Kolkata,USA,D69103,Web,Yes,Yes,0
T03500,C3167,2023-09-20 07:31:51,7704.15,M833,Utilities,POS,1,Mumbai,UK,D31578,Web,Yes,No,0
T03501,C3837,2024-09-03 21:15:22,6592.92,M198,Travel,ATM Withdrawal,1,Bangalore,USA,D91555,Mobile App,Yes,No,0
T03502,C1138,2024-07-14 00:38:15,2750.37,M589,Utilities,Online,1,Chennai,Singapore,D66640,Mobile App,No,No,0
T03503,C4666,2023-02-03 06:07:14,9349.82,M604,Dining,Online,1,Delhi,India,D90643,Mobile App,Yes,Yes,1
T03504,C5135,2023-11-11 23:12:51,6274.75,M866,Utilities,POS,0,Kolkata,Singapore,D71263,Mobile App,Yes,Yes,0
T03505,C6004,2023-04-02 19:10:02,6384.23,M951,Groceries,ATM Withdrawal,1,Kolkata,UK,D13734,Mobile App,Yes,No,0
T03506,C5511,2023-06-14 09:58:01,5793.97,M972,Entertainment,ATM Withdrawal,1,Delhi,India,D22089,Mobile App,No,No,0
T03507,C7943,2024-09-18 21:30:12,1035.09,M684,Electronics,POS,1,Hyderabad,India,D13296,ATM,No,No,1
T03508,C7168,2024-05-22 20:38:46,4591.82,M300,Entertainment,POS,0,Delhi,UK,D15991,Web,Yes,No,0
T03509,C6713,2024-06-02 07:40:46,5959.35,M228,Travel,POS,0,Bangalore,Singapore,D37003,Web,No,Yes,0
T03510,C8520,2024-02-11 07:39:24,1071.66,M324,Clothing,POS,1,Hyderabad,UK,D92992,ATM,Yes,Yes,0
T03511,C5128,2023-12-23 00:38:34,2825.35,M627,Utilities,POS,1,Mumbai,Singapore,D49655,ATM,No,Yes,0
T03512,C4575,2024-12-31 04:32:37,8946.15,M232,Dining,Online,1,Chennai,Singapore,D39659,ATM,No,Yes,0
T03513,C8646,2024-06-10 16:17:12,928.68,M924,Groceries,ATM Withdrawal,0,Hyderabad,UK,D48599,Web,Yes,Yes,1
T03514,C5950,2024-11-06 21:42:15,4942.96,M246,Travel,Online,1,Delhi,Singapore,D49521,ATM,No,No,0
T03515,C9530,2024-11-10 01:18:06,3614.61,M330,Utilities,Online,0,Bangalore,UK,D88611,Mobile App,Yes,No,0
T03516,C7506,2024-02-21 18:13:45,8383.32,M775,Dining,ATM Withdrawal,1,Delhi,UK,D88597,Web,Yes,No,0
T03517,C2676,2023-04-26 16:41:48,3908.61,M184,Travel,ATM Withdrawal,0,Hyderabad,India,D75055,Mobile App,No,No,0
T03518,C1120,2024-07-29 14:12:04,4910.88,M861,Electronics,ATM Withdrawal,1,Kolkata,Singapore,D57749,Mobile App,Yes,Yes,0
T03519,C9380,2024-03-25 23:47:12,220.55,M197,Dining,ATM Withdrawal,1,Chennai,India,D81137,ATM,No,No,0
T03520,C7131,2023-06-30 23:10:02,736.69,M834,Clothing,POS,0,Chennai,USA,D56654,Web,Yes,No,0
T03521,C5631,2024-12-19 07:48:58,9592.21,M513,Electronics,Online,0,Mumbai,Singapore,D82292,Mobile App,No,No,0
T03522,C5890,2023-02-25 22:48:04,764.05,M389,Groceries,POS,1,Mumbai,India,D64179,Web,No,Yes,0
T03523,C2771,2023-01-29 15:26:58,6873.68,M729,Dining,Online,1,Delhi,India,D92168,Web,Yes,No,0
T03524,C8892,2024-07-25 05:57:46,3753.17,M207,Travel,POS,0,Hyderabad,India,D19020,Web,No,Yes,0
T03525,C2045,2023-04-20 23:26:15,3136.54,M355,Clothing,ATM Withdrawal,0,Delhi,Singapore,D79557,Mobile App,Yes,No,0
T03526,C6509,2024-01-15 17:39:28,9083.12,M331,Electronics,POS,0,Chennai,Singapore,D78615,Mobile App,No,Yes,0
T03527,C5529,2024-05-22 20:18:11,8085.68,M356,Electronics,ATM Withdrawal,1,Hyderabad,India,D76399,ATM,No,No,1
T03528,C6327,2023-01-15 19:21:36,1798.88,M289,Travel,Online,0,Mumbai,India,D22100,ATM,Yes,Yes,0
T03529,C5536,2024-01-02 00:10:14,102.39,M847,Dining,POS,1,Delhi,Singapore,D72411,ATM,Yes,Yes,1
T03530,C5278,2024-12-05 15:02:23,1787.59,M775,Dining,POS,1,Chennai,Singapore,D77074,Mobile App,No,Yes,0
T03531,C5895,2024-12-14 01:06:57,5673.37,M408,Groceries,Online,1,Kolkata,USA,D62883,Web,No,Yes,0
T03532,C4086,2024-04-25 07:17:28,6066.94,M436,Travel,Online,1,Chennai,Singapore,D17036,Web,No,No,0
T03533,C3456,2023-02-05 13:48:19,315.47,M827,Dining,Online,0,Chennai,UK,D27148,ATM,No,No,0
T03534,C9475,2023-07-08 11:55:50,9759.18,M573,Groceries,ATM Withdrawal,0,Chennai,UK,D25152,Mobile App,Yes,Yes,0
T03535,C4937,2024-06-28 17:07:12,9937.4,M784,Dining,Online,1,Delhi,USA,D58019,Web,No,Yes,0
T03536,C1930,2024-05-18 22:15:19,4839.63,M704,Groceries,POS,1,Delhi,USA,D85063,ATM,No,No,0
T03537,C7620,2023-04-12 09:23:59,6140.44,M632,Clothing,Online,0,Bangalore,India,D87432,ATM,Yes,No,0
T03538,C6236,2023-01-12 03:47:12,5465.28,M629,Travel,Online,1,Chennai,Singapore,D30112,Mobile App,No,No,0
T03539,C3292,2023-05-14 18:57:15,1584.72,M691,Clothing,Online,0,Bangalore,India,D75423,ATM,Yes,No,0
T03540,C1417,2024-05-06 09:39:51,7417.23,M373,Travel,Online,0,Delhi,India,D89561,Mobile App,Yes,Yes,0
T03541,C9148,2023-02-08 19:17:04,9265.91,M878,Dining,ATM Withdrawal,0,Hyderabad,India,D43440,Mobile App,No,Yes,0
T03542,C5843,2024-12-03 16:07:42,1929.26,M234,Travel,POS,1,Kolkata,Singapore,D38488,Mobile App,No,Yes,0
T03543,C5250,2023-08-27 17:10:59,296.52,M435,Groceries,ATM Withdrawal,0,Kolkata,India,D69813,Web,No,No,0
T03544,C7857,2024-09-29 11:41:16,231.36,M532,Electronics,ATM Withdrawal,1,Kolkata,Singapore,D67292,Mobile App,Yes,Yes,0
T03545,C7628,2024-09-08 11:35:11,5117.94,M483,Entertainment,POS,1,Kolkata,India,D38782,Mobile App,No,No,0
T03546,C7361,2023-03-17 13:39:31,1524.31,M777,Groceries,Online,0,Chennai,India,D77498,ATM,No,No,0
T03547,C1578,2023-12-21 07:53:49,8668.88,M248,Groceries,Online,1,Hyderabad,UK,D26720,Web,No,Yes,0
T03548,C4111,2024-04-19 18:04:35,1148.77,M693,Utilities,Online,1,Chennai,India,D74362,Web,Yes,No,0
T03549,C6622,2023-05-13 13:52:50,2170.36,M854,Dining,ATM Withdrawal,1,Mumbai,USA,D47809,ATM,No,Yes,0
T03550,C4643,2024-10-10 20:05:34,3276.07,M971,Utilities,POS,0,Hyderabad,India,D86463,Mobile App,No,No,0
T03551,C9759,2024-04-04 01:49:50,2198.39,M135,Dining,POS,1,Kolkata,UK,D15902,Mobile App,No,Yes,0
T03552,C8794,2023-02-19 16:15:22,7277.71,M865,Electronics,POS,0,Hyderabad,UK,D37611,ATM,No,Yes,0
T03553,C6873,2024-09-27 04:54:00,9398.54,M918,Electronics,ATM Withdrawal,1,Hyderabad,UK,D38100,ATM,No,Yes,0
T03554,C9311,2024-09-26 22:45:09,2676.64,M494,Travel,ATM Withdrawal,1,Kolkata,India,D25404,Web,No,No,0
T03555,C5918,2023-03-24 14:09:26,4816.27,M747,Entertainment,ATM Withdrawal,1,Kolkata,UK,D30994,Web,No,Yes,0
T03556,C3785,2023-03-30 16:27:48,9532.34,M149,Electronics,ATM Withdrawal,0,Kolkata,UK,D31938,ATM,Yes,No,0
T03557,C3967,2024-01-22 03:25:35,3486.19,M913,Entertainment,POS,1,Chennai,Singapore,D34407,ATM,Yes,No,0
T03558,C5813,2024-04-07 03:10:57,5515.42,M302,Electronics,Online,0,Delhi,Singapore,D40030,Web,Yes,Yes,0
T03559,C2599,2024-09-12 17:42:21,2943.91,M286,Travel,POS,1,Delhi,UK,D88916,ATM,No,Yes,0
T03560,C8713,2024-04-23 04:08:51,7452.2,M114,Electronics,ATM Withdrawal,1,Kolkata,USA,D52138,ATM,No,Yes,0
T03561,C3096,2023-06-21 07:46:11,4958.52,M246,Entertainment,ATM Withdrawal,0,Chennai,USA,D44608,ATM,No,No,0
T03562,C5237,2023-02-19 00:27:27,5127.05,M749,Entertainment,ATM Withdrawal,1,Chennai,USA,D82974,Web,No,Yes,0
T03563,C3999,2024-09-16 20:06:02,4000.02,M134,Entertainment,Online,1,Delhi,UK,D15368,ATM,Yes,No,0
T03564,C6499,2023-06-07 09:30:16,1931.35,M955,Entertainment,POS,1,Chennai,Singapore,D67536,Web,No,No,0
T03565,C2463,2023-11-28 01:09:27,1730.42,M913,Groceries,Online,1,Delhi,UK,D11806,Mobile App,Yes,Yes,0
T03566,C4641,2023-09-20 00:31:52,6870.89,M343,Travel,Online,1,Mumbai,UK,D47989,ATM,No,Yes,0
T03567,C6820,2024-09-22 07:50:54,8873.26,M265,Electronics,POS,1,Chennai,USA,D69043,Web,Yes,Yes,0
T03568,C4659,2024-10-11 06:13:47,2811.55,M506,Entertainment,POS,0,Delhi,USA,D37097,Mobile App,No,No,0
